year,parameter,result,latitude,longitude
1995,PAH,43.74,28.173,-96.835
1992,PAH,33.35,28.173,-96.835
1994,PAH,129.08,28.665,-96.383
2001,PAH,1086.5,28.9212,-95.3395
1991,PAH,78.37666667,28.5788,-96.563
2003,PAH,82,28.5788,-96.563
1997,PAH,97.5,28.5788,-96.563
2001,PAH,26.9,28.7112,-95.8833
2001,PAH,70.7,28.6603,-96.5845
1994,PAH,297.58,27.8522,-97.3598
1991,PAH,22.48333333,28.142,-97.128
1992,PAH,40.52,28.6663,-96.2335
2010,PAH,64.623,26.0432,-97.176
1991,PAH,23.28,28.0548,-96.9512
2002,PAH,39.4,28.2982,-96.622
1992,PAH,38.7,28.4118,-96.449
2012,PAH,174.42,28.2982,-96.622
2000,PAH,35.3,28.2982,-96.622
2008,PAH,642.6,26.0432,-97.176
2004,PAH,521.9,26.0748,-97.1995
1993,PAH,59.51,26.0432,-97.176
2009,PAH,71,28.5788,-96.563
1990,PAH,1476.536667,27.8362,-97.3802
2000,PAH,41.8,26.0432,-97.176
2004,PAH,53,26.2825,-97.2853
1993,PAH,26.4,28.173,-96.835
2006,PAH,96.4,26.0748,-97.1995
1998,PAH,791.5,26.0748,-97.1995
2002,PAH,139.6,26.0748,-97.1995
1993,PAH,60.28,28.0548,-96.9512
1996,PAH,106.9,26.0432,-97.176
1997,PCB,26.51,28.665,-96.383
2012,PCB,17.74,26.0432,-97.176
2005,PCB,6.94,28.173,-96.835
1997,DDT,18,27.8362,-97.3802
1997,PCB,18.04,28.173,-96.835
1992,PCB,22.52,28.173,-96.835
1992,DDT,15.25,28.2982,-96.622
2009,PCB,7.62,28.6663,-96.2335
1992,PCB,18.05,28.142,-97.128
1993,DDT,9.535,28.4118,-96.449
2007,PCB,2.28,28.173,-96.835
2006,PCB,2.68,28.344,-96.7123
2006,PCB,34.99,26.0748,-97.1995
1996,PCB,25.95,28.2982,-96.622
1992,DDT,13.4,28.7112,-95.8833
1986,DDT,93.27666667,28.6663,-96.2335
1992,DDT,11.77,28.0548,-96.9512
1994,DDT,3.34,26.0432,-97.176
2008,DDT,1.14,26.0432,-97.176
2002,PCB,7.194,28.2982,-96.622
2005,PCB,6.78,28.0548,-96.9512
2009,PCB,0.35,28.0548,-96.9512
1993,PCB,19.77,28.858,-95.4647
2008,PCB,4.58,26.2825,-97.2853
1994,PCB,17.7,28.0548,-96.9512
1987,DDT,9.986666667,26.0432,-97.176
1995,PCB,32.78766667,27.8522,-97.3598
2003,PCB,29.426,27.8522,-97.3598
2010,PCB,25.36,28.4118,-96.449
1997,PCB,80.29,28.9212,-95.3395
1990,DDT,27.77666667,28.665,-96.383
1997,DDT,7.51,28.173,-96.835
2007,DDT,1.49,28.173,-96.835
1986,DDT,38.16,28.5788,-96.563
1999,DDT,35.177,28.5788,-96.563
2002,DDT,13.61,28.344,-96.7123
1993,PCB,13.57,27.8522,-97.3598
2004,DDT,3.639,26.0748,-97.1995
1991,PCB,6.31,26.0432,-97.176
2005,PCB,14.81,28.142,-97.128
1991,PCB,6.893333333,28.2982,-96.622
2010,DDT,1.33,26.0432,-97.176
1990,DDT,14.22,28.0548,-96.9512
2007,PCB,3.08,28.0548,-96.9512
2007,DDT,12.76,28.6603,-96.5845
2007,DDT,3.9,28.7112,-95.8833
1999,DDT,5.675,28.173,-96.835
1991,PCB,5.576666667,28.2323,-96.7082
1997,DDT,22.53,28.665,-96.383
1988,DDT,94.76666667,28.6663,-96.2335
1991,PCB,37.29666667,28.9212,-95.3395
2009,PCB,38.92,28.9212,-95.3395
2001,PCB,12.831,28.5788,-96.563
2009,PCB,4.61,28.7112,-95.8833
1991,PCB,6.353333333,28.7112,-95.8833
2004,DDT,1.586,28.2982,-96.622
2005,PCB,31.81,27.8522,-97.3598
1997,PCB,41.12,27.8522,-97.3598
2007,PCB,48.97,28.9212,-95.3395
2005,PCB,11.79,28.6663,-96.2335
2010,PCB,2.8,26.2825,-97.2853
1992,DDT,12.55,27.838,-97.238
1994,DDT,29.04,27.8522,-97.3598
1992,PCB,21.08,28.4118,-96.449
1992,DDT,164.92,28.858,-95.4647
1998,PCB,11.13,28.4118,-96.449
1990,PCB,41.74,28.9212,-95.3395
1992,PCB,16.46,26.0432,-97.176
1993,PCB,4.96,26.0432,-97.176
1998,PCB,37.89,26.0748,-97.1995
2008,PCB,12.34,26.0432,-97.176
2004,PCB,11.343,26.0432,-97.176
1999,DDT,196.613,28.9212,-95.3395
2010,PCB,16.1,28.344,-96.7123
2001,PCB,43.113,28.9212,-95.3395
1995,PCB,37.74166667,28.7112,-95.8833
1993,PCB,16.855,28.5788,-96.563
1993,PCB,4.28,28.7112,-95.8833
2001,PCB,9.48,28.6663,-96.2335
1993,PCB,20.01,28.6603,-96.5845
2001,PCB,27.754,28.6603,-96.5845
1999,PCB,20.394,28.5788,-96.563
1988,PCB,23.33333333,28.173,-96.835
1995,PCB,39.04666667,28.6603,-96.5845
2003,PCB,18.931,28.6603,-96.5845
1990,PCB,21.51,28.142,-97.128
1999,PCB,23.583,28.6663,-96.2335
1990,PCB,20.69333333,26.2825,-97.2853
2006,PCB,28.98,26.2825,-97.2853
1991,PCB,7.423333333,28.6663,-96.2335
1992,PCB,17.02,28.6663,-96.2335
1988,PCB,30.93333333,28.5788,-96.563
1995,DDT,4.981666667,28.2323,-96.7082
2002,PCB,4.974,26.2825,-97.2853
1990,PCB,22.19666667,28.665,-96.383
1987,DDT,29.44666667,28.142,-97.128
2008,DDT,1.92,28.2982,-96.622
2005,PCB,59.89,28.858,-95.4647
2006,PCB,7.52,28.4118,-96.449
2007,DDT,67.94,28.9212,-95.3395
1986,DDT,15.84333333,28.173,-96.835
1992,PCB,42.92,28.858,-95.4647
1999,DDT,17.357,28.0548,-96.9512
2005,DDT,2.31,28.173,-96.835
1994,DDT,31.1,28.5788,-96.563
2001,PCB,47.345,28.858,-95.4647
1999,PCB,28.734,27.8522,-97.3598
2003,PCB,6.52,28.142,-97.128
1990,PCB,14.60333333,28.0548,-96.9512
1993,PCB,87.79,28.9212,-95.3395
1995,DDT,10.20566667,28.0548,-96.9512
1997,DDT,8.16,28.5788,-96.563
2012,PCB,0,28.2982,-96.622
2007,PCB,6.57,28.7112,-95.8833
1995,DDT,62.59033333,28.665,-96.383
1988,DDT,39.23,28.665,-96.383
1991,DDT,2.24,26.0432,-97.176
1987,DDT,10.45,28.173,-96.835
2003,DDT,12.89,28.6603,-96.5845
1995,DDT,22.836,28.6603,-96.5845
1995,PCB,68.29166667,27.8362,-97.3802
2001,DDT,5.585,28.665,-96.383
1988,PCB,10.6,26.0432,-97.176
1991,DDT,3.836666667,28.173,-96.835
2010,PCB,15.08,26.0432,-97.176
2000,PCB,6.885,28.344,-96.7123
2005,PCB,132.24,28.9212,-95.3395
1997,PCB,57.65,28.858,-95.4647
1997,DDT,98.97,28.858,-95.4647
1999,PCB,10.521,28.7112,-95.8833
1992,DDT,237,28.9212,-95.3395
1991,PCB,3.815,28.0548,-96.9512
1990,DDT,50.75333333,28.858,-95.4647
1995,PCB,9.086,28.173,-96.835
1991,DDT,33.15,28.858,-95.4647
2008,DDT,6.43,28.4118,-96.449
2008,PCB,6.19,28.2982,-96.622
2001,PCB,12.504,27.8522,-97.3598
2002,DDT,7.12,28.2323,-96.7082
2007,PCB,5.47,28.6663,-96.2335
1993,PCB,6.86,28.173,-96.835
1997,PCB,29.37,28.5788,-96.563
2005,PCB,12.56,28.7112,-95.8833
1995,DDT,21.54733333,27.8362,-97.3802
1990,PCB,14.73666667,28.4118,-96.449
1986,DDT,23.24,27.838,-97.238
2005,DDT,6.56,27.8522,-97.3598
2000,PCB,5.675,28.2982,-96.622
1988,DDT,17.93333333,27.838,-97.238
1990,DDT,11.3,27.838,-97.238
1989,DDT,16.645,28.142,-97.128
1990,PCB,17.22333333,28.6663,-96.2335
2004,PCB,30.854,28.344,-96.7123
2002,PCB,13.087,28.344,-96.7123
2009,PCB,6.17,28.665,-96.383
2007,PCB,7.6,28.665,-96.383
2002,PCB,10.247,28.2323,-96.7082
2000,PCB,24.342,26.0748,-97.1995
1994,PCB,25.61,28.2323,-96.7082
2007,PCB,9.65,28.142,-97.128
1995,PCB,96.478,28.9212,-95.3395
2000,PCB,3.764,28.2323,-96.7082
1993,PCB,11.26,28.0548,-96.9512
1992,PCB,28.9,27.838,-97.238
1990,PCB,16.83,27.838,-97.238
1997,PCB,8.87,28.142,-97.128
2005,PCB,22.72,28.5788,-96.563
1992,PCB,33.47,28.5788,-96.563
2001,PCB,5.18,28.7112,-95.8833
1999,PCB,55.35,28.665,-96.383
1993,PCB,15.15,28.6663,-96.2335
1997,PCB,10.45,28.6603,-96.5845
1990,PCB,40.15666667,28.6603,-96.5845
1990,DDT,12.92666667,28.2323,-96.7082
2009,PCB,13.26,28.5788,-96.563
2007,PCB,20.77,28.5788,-96.563
1986,DDT,12.04333333,28.2323,-96.7082
2003,PCB,23.655,28.858,-95.4647
1992,PCB,54.06,28.9212,-95.3395
1986,DDT,38.66333333,28.142,-97.128
2002,DDT,10.715,26.2825,-97.2853
2006,DDT,3.22,26.2825,-97.2853
1990,PCB,16.56333333,28.2323,-96.7082
2004,PCB,14.2,28.2323,-96.7082
2010,PCB,8.79,28.2323,-96.7082
1988,PCB,105.0333333,26.0748,-97.1995
2001,DDT,115.344,28.9212,-95.3395
2010,DDT,1.88,28.2982,-96.622
2001,DDT,98.127,28.858,-95.4647
1987,DDT,31.08333333,28.344,-96.7123
2002,PCB,7.973,26.0432,-97.176
2004,PCB,31.439,26.0748,-97.1995
2003,DDT,35.4,28.5788,-96.563
1999,PCB,64.568,28.9212,-95.3395
2004,PCB,9.685,28.2982,-96.622
1990,DDT,14.66333333,28.7112,-95.8833
2008,PCB,8.3,28.4118,-96.449
1994,PCB,13.96,28.4118,-96.449
1993,DDT,292.03,28.9212,-95.3395
2012,PCB,0,28.4118,-96.449
2009,DDT,80.54,28.9212,-95.3395
1990,PCB,15.29,28.2982,-96.622
2003,DDT,26.03,28.665,-96.383
1990,DDT,30.59,28.6663,-96.2335
1994,DDT,10.3,28.0548,-96.9512
2005,DDT,6.33,28.7112,-95.8833
2005,DDT,25.22,28.5788,-96.563
1993,DDT,8.98,28.6603,-96.5845
1997,PCB,50.05,27.8362,-97.3802
1993,DDT,2.755,26.0432,-97.176
2007,PCB,12.26,27.8522,-97.3598
2009,DDT,0.32,28.0548,-96.9512
2012,DDT,3.2,26.0432,-97.176
2001,DDT,2.193,28.0548,-96.9512
2006,PCB,3.65,28.2982,-96.622
2001,PCB,47.734,28.142,-97.128
1997,PCB,9.86,28.0548,-96.9512
1994,PCB,19.39,26.2825,-97.2853
1990,PCB,59.68666667,27.8522,-97.3598
2006,PCB,2.72,28.2323,-96.7082
1991,DDT,7.19,28.7112,-95.8833
2009,PCB,2.07,28.142,-97.128
2007,PCB,30.42,28.858,-95.4647
1986,DDT,12.48666667,28.0548,-96.9512
2006,DDT,3.54,26.0748,-97.1995
2012,DDT,5.04,26.0748,-97.1995
1987,DDT,13.74333333,28.0548,-96.9512
2009,PCB,47.07,28.6603,-96.5845
1999,DDT,61.976,28.6663,-96.2335
2008,PCB,61.91,26.0748,-97.1995
2001,DDT,12.548,28.5788,-96.563
1997,DDT,8.02,28.6603,-96.5845
1991,DDT,18.05666667,28.6603,-96.5845
1987,DDT,26.95333333,28.6603,-96.5845
1992,DDT,41.14,28.5788,-96.563
1999,DDT,9.512,28.7112,-95.8833
2005,DDT,42.88,28.6663,-96.2335
1994,DDT,13.71,28.665,-96.383
2001,DDT,3.201,28.173,-96.835
2000,PCB,6.136,26.0432,-97.176
1991,DDT,35.49666667,28.6663,-96.2335
1995,PCB,21.25,28.858,-95.4647
2005,DDT,72.57,28.858,-95.4647
1994,PCB,20.15,28.665,-96.383
1990,DDT,17.02333333,28.4118,-96.449
1994,DDT,9.81,28.2982,-96.622
1990,DDT,152.33,28.9212,-95.3395
1995,DDT,50.799,28.858,-95.4647
2005,DDT,181.77,28.9212,-95.3395
2002,DDT,6.343,28.2982,-96.622
2010,DDT,7.89,28.4118,-96.449
1999,PCB,48.775,27.8362,-97.3802
1988,DDT,41.71666667,27.8362,-97.3802
1990,DDT,26.89666667,27.8362,-97.3802
1991,PCB,15.27666667,28.5788,-96.563
1991,DDT,106.7166667,28.9212,-95.3395
2007,PCB,82.21,28.6603,-96.5845
2012,PCB,56.1,26.0748,-97.1995
1991,PCB,62.08333333,28.6603,-96.5845
2001,DDT,5.758,27.8522,-97.3598
1999,DDT,18.022,27.8362,-97.3802
1996,PCB,37.66,28.4118,-96.449
2009,DDT,1.98,27.8522,-97.3598
1993,DDT,11.66,27.8522,-97.3598
1990,DDT,29.88666667,27.8522,-97.3598
2003,DDT,9.022,28.142,-97.128
1997,DDT,16.95,27.8522,-97.3598
2005,DDT,7.05,28.142,-97.128
2009,DDT,1.31,28.142,-97.128
1990,DDT,23.94333333,28.142,-97.128
1995,DDT,15.40333333,28.142,-97.128
2010,PCB,46.88,26.0748,-97.1995
1993,PCB,4.07,28.4118,-96.449
2001,PCB,5.637,28.0548,-96.9512
1988,PCB,26.16666667,28.4118,-96.449
1992,PCB,16.59,28.2982,-96.622
2009,PCB,7.52,27.8522,-97.3598
1992,PCB,17.23,28.0548,-96.9512
2001,PCB,4.151,28.665,-96.383
1997,PCB,15.81,28.6663,-96.2335
1992,PCB,72.87,27.8522,-97.3598
1994,PCB,18.59,28.173,-96.835
2012,PCB,21.68,26.2825,-97.2853
1988,PCB,29.8,28.665,-96.383
1997,PCB,20.25,28.7112,-95.8833
1992,PCB,23.43,28.7112,-95.8833
1995,PCB,27.94166667,28.665,-96.383
1992,PCB,60.79,28.6603,-96.5845
2001,PCB,4.5,28.173,-96.835
1999,PCB,6.862,28.173,-96.835
1995,PCB,22.663,28.6663,-96.2335
1995,PCB,26.1705,28.5788,-96.563
1996,DDT,5.77,28.2323,-96.7082
2003,PCB,6.957,28.173,-96.835
1991,PCB,4.123333333,28.173,-96.835
2005,PCB,20.62,28.665,-96.383
1994,DDT,14.06,28.2323,-96.7082
2010,DDT,1.94,28.2323,-96.7082
1988,PCB,44.93333333,28.6403,-96.0078
1987,DDT,37.16666667,27.8522,-97.3598
1988,PCB,32.66666667,28.6663,-96.2335
1995,DDT,10.434,28.344,-96.7123
2008,DDT,7.48,26.2825,-97.2853
1991,PCB,9.143333333,28.344,-96.7123
1986,DDT,31.01333333,27.8522,-97.3598
1999,PCB,21.2,28.0548,-96.9512
1992,PCB,15.2,28.2323,-96.7082
1992,PCB,20.02,28.344,-96.7123
2002,PCB,25.652,26.0748,-97.1995
2012,DDT,2.49,28.4118,-96.449
1998,DDT,11.13,28.4118,-96.449
1990,PCB,62.44666667,28.858,-95.4647
1988,DDT,198.49,28.9212,-95.3395
1995,DDT,344.1123333,28.9212,-95.3395
2007,DDT,54.45,28.858,-95.4647
1994,PCB,10.37,26.0432,-97.176
1988,DDT,85.82666667,28.6403,-96.0078
1992,DDT,8.98,28.173,-96.835
2004,PCB,19.242,28.4118,-96.449
2000,PCB,9.264,28.4118,-96.449
1988,PCB,104.35,28.9212,-95.3395
1997,DDT,134.1,28.9212,-95.3395
1992,DDT,78.68,28.6663,-96.2335
1990,DDT,19.58666667,28.173,-96.835
1993,DDT,25.645,28.665,-96.383
1993,DDT,16.95,28.0548,-96.9512
1997,DDT,62.22,28.6663,-96.2335
1987,DDT,14.42,28.2323,-96.7082
2007,DDT,10.61,28.665,-96.383
1999,DDT,29.922,28.6403,-96.0078
2005,DDT,1.83,28.0548,-96.9512
1988,DDT,31.86333333,28.7112,-95.8833
2007,DDT,18.45,28.5788,-96.563
1999,PCB,29.293,28.858,-95.4647
2004,DDT,2.152,28.2323,-96.7082
2000,DDT,1.573,26.0432,-97.176
2006,DDT,2.18,26.0432,-97.176
1991,PCB,5.326666667,28.142,-97.128
2006,DDT,3.39,28.344,-96.7123
1992,DDT,8.17,28.2323,-96.7082
1992,DDT,9.93,26.0432,-97.176
1988,PCB,23.9,27.8388,-97.0753
1993,DDT,5.11,28.2323,-96.7082
1991,DDT,8.223333333,28.344,-96.7123
1992,DDT,17.1,28.344,-96.7123
1996,DDT,10.95,28.344,-96.7123
1995,PCB,5.462,28.0548,-96.9512
1998,PCB,8.31,26.2825,-97.2853
2006,PCB,6.16,26.0432,-97.176
2000,DDT,1.434,28.2323,-96.7082
1995,DDT,18.359,27.8522,-97.3598
1990,DDT,11.51666667,28.6603,-96.5845
1996,DDT,7.81,26.0748,-97.1995
2002,DDT,2.585,26.0432,-97.176
1994,PCB,56.33,27.8522,-97.3598
1990,PCB,54.15333333,27.8362,-97.3802
2001,DDT,3.674,28.7112,-95.8833
1988,DDT,54.56,28.5788,-96.563
2003,DDT,7.916,28.7112,-95.8833
1995,DDT,36.06333333,28.5788,-96.563
1994,PCB,22.78,26.0748,-97.1995
2009,DDT,2.61,28.7112,-95.8833
1994,PCB,18.84,28.2982,-96.622
1991,DDT,5.323333333,28.0548,-96.9512
2007,DDT,1.96,28.0548,-96.9512
2003,DDT,4.428,28.0548,-96.9512
2002,DDT,3.471,26.0748,-97.1995
1998,DDT,10.86,26.0748,-97.1995
1988,DDT,22.25666667,26.0748,-97.1995
1988,DDT,4.773333333,26.0432,-97.176
2010,DDT,1.34,26.0748,-97.1995
2008,DDT,3,26.0748,-97.1995
1993,DDT,3.8,28.173,-96.835
1995,DDT,11.28433333,28.173,-96.835
2001,DDT,26.611,28.6663,-96.2335
2009,DDT,15.33,28.6663,-96.2335
1993,DDT,56.12,28.6663,-96.2335
1999,DDT,17.069,28.6603,-96.5845
1987,DDT,42.17,28.7112,-95.8833
1991,DDT,21.87,28.5788,-96.563
1988,PCB,31.3,27.838,-97.238
1987,DDT,118.3766667,28.5788,-96.563
1998,PCB,10.05,26.0432,-97.176
1987,DDT,86.97333333,28.6663,-96.2335
2007,DDT,17.4,28.6663,-96.2335
1995,DDT,146.0716667,28.6663,-96.2335
1991,PCB,19.43,28.858,-95.4647
1994,PCB,20.98,28.858,-95.4647
2004,PCB,12.033,26.2825,-97.2853
1999,PCB,49.758,28.6603,-96.5845
1994,PCB,36.85,28.5788,-96.563
1990,DDT,17.16333333,28.2982,-96.622
1987,DDT,14.60333333,28.2982,-96.622
1988,PCB,13.9,28.0548,-96.9512
2009,PCB,1.16,28.173,-96.835
1994,DDT,34.79,28.858,-95.4647
1988,DDT,40.72666667,28.4118,-96.449
2003,PCB,24.323,28.665,-96.383
1992,DDT,12.42,28.4118,-96.449
2006,DDT,9.37,28.4118,-96.449
2003,DDT,48.536,28.858,-95.4647
1996,DDT,17.32,28.2982,-96.622
1995,PCB,15.745,28.142,-97.128
2006,DDT,3.13,28.2982,-96.622
2009,DDT,8.77,28.665,-96.383
1991,PCB,14.40666667,27.838,-97.238
2012,DDT,2.5,28.2982,-96.622
2003,PCB,21.939,28.6663,-96.2335
1992,DDT,28.71,27.8522,-97.3598
1994,DDT,20.06,26.2825,-97.2853
2004,DDT,7.898,26.2825,-97.2853
2000,DDT,7.253,26.2825,-97.2853
2000,PCB,8.703,26.2825,-97.2853
2003,DDT,29.618,27.8522,-97.3598
1988,DDT,41.53,28.142,-97.128
2001,DDT,19.848,28.142,-97.128
1991,DDT,3.776666667,28.142,-97.128
1997,DDT,15,28.142,-97.128
2007,DDT,12.46,28.142,-97.128
1992,DDT,13.57,28.142,-97.128
2010,DDT,3.27,28.344,-96.7123
1996,DDT,6.63,26.2825,-97.2853
2012,DDT,5.7,26.2825,-97.2853
1990,DDT,42.96,26.2825,-97.2853
2003,PCB,6.541,28.0548,-96.9512
1998,DDT,15.19,26.2825,-97.2853
1993,PCB,9.525,28.2323,-96.7082
1990,PCB,15.29666667,28.173,-96.835
2010,DDT,9.54,26.2825,-97.2853
1988,PCB,45.9,27.8362,-97.3802
1989,PCB,16.49,28.142,-97.128
1988,PCB,23.46666667,28.142,-97.128
1999,PCB,11.133,28.6403,-96.0078
1990,PCB,15.40666667,28.7112,-95.8833
1988,PCB,19.56666667,28.7112,-95.8833
2003,PCB,9.144,28.7112,-95.8833
2003,PCB,18.69,28.5788,-96.563
1993,PCB,14.68,28.665,-96.383
1999,PCB,10.198,28.142,-97.128
1991,DDT,5.046666667,28.2323,-96.7082
1988,PCB,75.6,27.8522,-97.3598
2003,PCB,58.12,28.9212,-95.3395
1988,DDT,32.34333333,27.8522,-97.3598
1995,PCB,13.506,28.344,-96.7123
1995,PCB,9.722666667,28.2323,-96.7082
1990,PCB,13.07666667,26.0432,-97.176
1999,DDT,12.458,28.142,-97.128
1999,DDT,14.904,27.8522,-97.3598
1991,DDT,4.09,27.838,-97.238
1996,DDT,15.15,28.4118,-96.449
1986,DDT,10.12333333,28.2982,-96.622
1993,DDT,65.13,28.858,-95.4647
1986,DDT,26.48666667,28.344,-96.7123
1999,DDT,60.042,28.858,-95.4647
2004,DDT,6.423,28.344,-96.7123
2005,DDT,25.52,28.665,-96.383
1999,DDT,38.429,28.665,-96.383
1994,DDT,10.86,28.173,-96.835
1997,DDT,19.74,28.7112,-95.8833
2010,PCB,32.83,28.2982,-96.622
1986,DDT,14.52666667,26.0432,-97.176
2004,DDT,0.875,26.0432,-97.176
1986,DDT,33.69666667,28.7112,-95.8833
2009,DDT,12.1,28.5788,-96.563
2003,DDT,6.512,28.173,-96.835
2009,DDT,0.83,28.173,-96.835
1993,DDT,7.18,28.7112,-95.8833
2007,DDT,5.17,27.8522,-97.3598
2009,DDT,5.07,28.6603,-96.5845
1986,DDT,50.49333333,28.6603,-96.5845
1988,DDT,17.42,28.0548,-96.9512
1990,DDT,12.05666667,26.0432,-97.176
1997,DDT,5.82,28.0548,-96.9512
1998,DDT,3.42,26.0432,-97.176
1996,DDT,3.9,26.0432,-97.176
2000,DDT,3.539,26.0748,-97.1995
2000,DDT,3.893,28.344,-96.7123
2006,DDT,3.25,28.2323,-96.7082
1988,DDT,14.89333333,27.8388,-97.0753
1994,DDT,4.51,26.0748,-97.1995
1992,DDT,19.11,28.6603,-96.5845
1995,DDT,21.904,28.7112,-95.8833
1993,DDT,31.29,28.5788,-96.563
1988,DDT,27.71333333,28.173,-96.835
2003,DDT,85.289,28.6663,-96.2335
2001,DDT,9.892,28.6603,-96.5845
1991,DDT,5.806666667,28.2982,-96.622
2003,DDT,172.937,28.9212,-95.3395
1994,DDT,6.07,28.4118,-96.449
2000,DDT,7.091,28.4118,-96.449
2004,DDT,8.07,28.4118,-96.449
2000,DDT,3.267,28.2982,-96.622
2006,PAH,0.08,26.2825,-97.2853
1997,PAH,0.65,28.858,-95.4647
1990,PAH,0.486666667,28.142,-97.128
1994,PAH,0.15,27.8522,-97.3598
1990,PAH,0,27.8522,-97.3598
1995,PAH,0,28.0548,-96.9512
1992,PAH,0.26,28.173,-96.835
1986,PAH,0.106666667,28.173,-96.835
2006,PAH,0.21,28.344,-96.7123
1988,PAH,0,28.6403,-96.0078
1992,PAH,0.49,28.0548,-96.9512
1995,PAH,0.015333333,28.344,-96.7123
2004,PAH,0.178,28.344,-96.7123
1992,PAH,0.03,28.2323,-96.7082
1988,PAH,0,28.173,-96.835
2001,PAH,0.122,28.6663,-96.2335
1997,PAH,0,28.0548,-96.9512
1992,PAH,0.25,28.858,-95.4647
2003,PAH,2.254,28.9212,-95.3395
2003,PAH,0.683,28.858,-95.4647
2012,PAH,0,28.2982,-96.622
2006,PAH,0.2,26.0748,-97.1995
1993,PAH,0.13,28.4118,-96.449
1990,PAH,0,26.0432,-97.176
1994,PAH,0.07,26.0748,-97.1995
2001,PAH,0.09,27.8522,-97.3598
1991,PAH,0.183333333,28.858,-95.4647
1993,PAH,1.24,28.9212,-95.3395
2009,PAH,0.14,28.6603,-96.5845
1987,PAH,0,28.5788,-96.563
1995,PAH,0.921333333,28.858,-95.4647
1988,PAH,0,26.0748,-97.1995
2003,PAH,0.141,28.6663,-96.2335
2007,PAH,0,28.6663,-96.2335
1992,PAH,0,28.7112,-95.8833
2003,PAH,0.136,28.6603,-96.5845
1993,PAH,0.37,28.858,-95.4647
1999,PAH,0.297,28.858,-95.4647
2005,PAH,0.2,27.8522,-97.3598
2009,PAH,0.18,28.0548,-96.9512
2008,PAH,0.08,26.2825,-97.2853
2003,PAH,0,28.665,-96.383
1993,PAH,0.23,28.2323,-96.7082
1990,PAH,0,28.173,-96.835
1997,PAH,0,28.7112,-95.8833
1986,PAH,0,28.7112,-95.8833
1987,PAH,0,28.7112,-95.8833
1988,PAH,0.963333333,28.7112,-95.8833
2007,PAH,0.05,28.0548,-96.9512
1986,PAH,0.53,28.0548,-96.9512
1988,PAH,0,27.838,-97.238
1990,PAH,0.32,27.8362,-97.3802
1991,PAH,0.02,27.838,-97.238
1992,PAH,0,27.838,-97.238
2002,PAH,0.126,26.0432,-97.176
1994,PAH,0.09,26.0432,-97.176
2004,PAH,0,26.0748,-97.1995
1989,PAH,0,28.142,-97.128
1987,PAH,0,28.142,-97.128
1987,PAH,0.306666667,26.0432,-97.176
2009,PAH,0.43,28.9212,-95.3395
2001,PAH,0.707,28.9212,-95.3395
1990,PAH,0,28.2982,-96.622
2006,PAH,0.28,26.0432,-97.176
1998,PAH,0.01,26.0748,-97.1995
2004,PAH,0.141,26.2825,-97.2853
2002,PAH,0.067,26.0748,-97.1995
2004,PAH,0.245,28.2982,-96.622
1990,PAH,0.09,28.4118,-96.449
2004,PAH,0.21,28.4118,-96.449
2006,PAH,0.15,28.4118,-96.449
2000,PAH,0.172,28.2982,-96.622
1996,PAH,0,28.4118,-96.449
2010,PAH,0.35,28.4118,-96.449
1992,PAH,0.06,28.4118,-96.449
1998,PAH,0.38,26.0432,-97.176
1988,PAH,0,26.0432,-97.176
1996,PAH,0.12,26.0748,-97.1995
2012,PAH,0,26.0748,-97.1995
1991,PAH,0.006666667,28.6663,-96.2335
1988,PAH,0,28.6663,-96.2335
1999,PAH,0.319,28.6663,-96.2335
1993,PAH,0.01,28.6663,-96.2335
1991,PAH,0.38,28.9212,-95.3395
1990,PAH,0,28.7112,-95.8833
1994,PAH,0.54,28.5788,-96.563
2001,PAH,0.094,28.7112,-95.8833
2001,PAH,0.282,28.5788,-96.563
1987,PAH,0,28.6603,-96.5845
2007,PAH,0,28.6603,-96.5845
1990,PAH,0,28.665,-96.383
1993,PAH,0.03,28.173,-96.835
1991,PAH,0.003333333,28.173,-96.835
2007,PAH,0.03,28.173,-96.835
2007,PAH,0.05,28.142,-97.128
1995,PAH,0,28.142,-97.128
1999,PAH,0.246,28.142,-97.128
2003,PAH,0,28.142,-97.128
1992,PAH,0.05,28.142,-97.128
1988,PAH,0,28.142,-97.128
1997,PAH,0.11,27.8362,-97.3802
1988,PAH,0,27.8362,-97.3802
1988,PAH,0,27.8522,-97.3598
2007,PAH,0,27.8522,-97.3598
1990,PAH,0.06,27.838,-97.238
2009,PAH,0.32,28.173,-96.835
2001,PAH,0.143,28.665,-96.383
2010,PAH,0,28.2323,-96.7082
1987,PAH,0.26,28.2323,-96.7082
2000,PAH,0.15,28.344,-96.7123
2010,PAH,0,28.344,-96.7123
1995,PAH,0,28.2323,-96.7082
1986,PAH,0,28.2323,-96.7082
1999,PAH,3.32,28.6403,-96.0078
1997,PAH,0,28.173,-96.835
1987,PAH,0,28.173,-96.835
2005,PAH,0.17,28.665,-96.383
1997,PAH,0,28.665,-96.383
1992,PAH,0,28.6603,-96.5845
1995,PAH,0.199,28.7112,-95.8833
2005,PAH,0.09,28.7112,-95.8833
2001,PAH,0.313,28.0548,-96.9512
2005,PAH,0.35,28.173,-96.835
1993,PAH,0.05,26.0432,-97.176
1991,PAH,0.003333333,28.7112,-95.8833
2001,PAH,0.983,28.858,-95.4647
1999,PAH,0.257,28.9212,-95.3395
